longitude,latitude
-116.7189,36.995
-123.0217,44.0397
102.37,68.47
148.7333,-36.5333
-83.8719,33.7917
-81.0989,39.0728
-72.25,47.65
147.2456,-43.0831
-109.3072,33.0561
-121.7903,48.4028
-51.1,-20.07
145.3833,-33.6833
78.35,29.62
74.63,24.88
-91.1158,32.7889
-39.98,-5.43
-82.068,28.6051
-61.4333,45.65
-89.0561,38.7653
-105.0984,40.1723
-110.0037,40.2948
-97.2167,47.0
-74.3244,41.1386
-93.6092,45.2943
-83.1805,43.5861
-111.0505,48.2862
145.2433,-37.7917
-110.1,53.0167
-98.6577,40.2786
-87.6062,33.5143
-85.4503,40.1928
-45.6,-23.07
21.133,25.8
-72.9897,41.8579
-109.2667,30.9167
-44.59,-22.34
73.2,42.9
114.1256,-21.9303
-105.3,38.8667
-101.65,46.7167
-96.2833,31.6333
-95.2531,47.3058
151.7847,-28.3219
-105.21,39.8661
-85.6047,42.1978
-70.0999,41.2612
-95.9072,35.4561
-51.85,-15.89
-105.1403,40.6152
-85.368,40.2352
15.47,62.04
-90.75,30.55
-71.7333,45.3
-104.76,39.6125
74.23,23.77
-86.1229,38.2859
71.3,21.35
-42.35,-16.86
145.2,-38.4
-103.75,21.8667
-79.4381,35.6616
-87.5782,45.254
-97.9289,40.0136
-80.7172,44.527
-101.8247,32.9711
-89.7135,34.3522
-92.4511,35.5836
-95.2934,38.5203
-77.9842,42.1078
-115.03,46.98
-110.5661,48.9375
-48.45,-22.42
149.8345,-31.2342
-93.9656,44.3222
-108.3115,34.4334
-83.1501,34.3454
146.1675,-23.7122
-123.7667,48.75
-104.5992,38.9749
142.3431,-14.9406
-87.302,39.3941
150.8264,-30.7064
-97.9667,23.6
-99.4333,29.9667
-71.8714,43.7611
-85.1555,38.3515
169.9,-44.517
-108.4811,45.7717
-110.9583,40.465
-125.55,50.2
-99.2006,33.3144
-80.8281,32.5555
-104.8636,39.3864
-82.492,41.3262
-106.5767,35.1377
-103.8,49.7
-92.6167,16.7
-77.804,43.1501
-81.2667,28.25
-114.5264,37.6122
-83.8133,42.4886
-111.3667,34.0333
146.0,-30.1
-97.2292,34.7156
-40.63,-10.67
-78.7089,35.715
-84.2564,32.867
-106.492,32.3873
-67.1667,49.7333
-121.7244,36.4806
-65.146,-31.945
-102.4683,44.3186
-82.0072,33.0714
141.9,-34.5
50.3,51.9
-99.0838,29.7321
-118.4914,34.2122
-71.9167,43.15
148.3667,-35.1667
-103.163,41.202
-86.3512,38.8756
27.5331,63.65
-85.5063,43.0968
-111.4406,47.3558
-159.6447,22.1486
-119.0896,49.4314
151.9,-26.1667
-102.5115,40.384
-102.3,22.2167
-83.1908,35.378
137.9214,-20.9645
-122.2,39.5333
-122.65,54.1167
16.48,-21.63
-79.35,43.7167
-79.8572,32.7617
-79.1667,48.9833
140.767,40.817
-107.7167,35.05
-93.9091,46.5557
-100.465,38.4767
-89.5103,37.6592
-162.8,67.25
-112.3217,40.5353
-82.4155,28.0126
-120.2722,45.1
77.03,12.05
-79.166,37.4236
27.4,-29.0
11.7992,50.9056
-42.92,-10.83
-97.3686,37.7709
-89.0864,40.4864
-121.476,43.8482
-85.8499,39.9806
116.0653,-21.975
-70.5563,41.8021
-95.0689,46.3904
-95.19,47.24
75.48,31.12
-75.71,44.0592
-155.4,20.0667
-80.3197,41.0109
-82.226,39.4608
-97.9022,30.1953
-96.5389,35.1314
-106.2901,35.0834
26.3,-32.7
-104.5583,40.3901
-77.5367,37.6067
-105.0831,40.5642
-82.3658,28.6164
152.5089,-32.1756
-74.7107,39.4747
17.25,-22.47
-111.3978,40.5049
-72.6968,43.3472
82.42,25.7
-102.5025,38.5442
144.3088,-32.8831
-106.9641,52.3607
-73.9929,41.9162
-111.85,50.55
-97.0278,42.2297
-110.1667,50.6833
-119.8833,45.5833
139.7345,-29.9062
76.83,16.7
-102.7333,39.3
131.4,31.583
-42.09,-22.48
-97.9494,29.8833
-85.7673,38.3497
-123.389,44.4743
